"Row_no" "Date" "Detrended_demand_GWh"
"12163" "2008-04-19" "885"
"12164" "2008-04-20" "885"
"12165" "2008-04-21" "875"
"12166" "2008-04-22" "869"
"12167" "2008-04-23" "867"
"12168" "2008-04-24" "857"
"12169" "2008-04-25" "838"
"12170" "2008-04-26" "832"
"12171" "2008-04-27" "832"
"12172" "2008-04-28" "826"
"12173" "2008-04-29" "847"
"12174" "2008-04-30" "860"
"12175" "2008-05-01" "849"
"12176" "2008-05-02" "838"
"12177" "2008-05-03" "827"
"12178" "2008-05-04" "816"
"12179" "2008-05-05" "805"
"12180" "2008-05-06" "794"
"12181" "2008-05-07" "782"
"12182" "2008-05-08" "771"
"12183" "2008-05-09" "768"
"12184" "2008-05-10" "764"
"12185" "2008-05-11" "764"
"12186" "2008-05-12" "760"
"12187" "2008-05-13" "760"
"12188" "2008-05-14" "763"
"12189" "2008-05-15" "779"
"12190" "2008-05-16" "777"
"12191" "2008-05-17" "775"
"12192" "2008-05-18" "774"
"12193" "2008-05-19" "772"
"12194" "2008-05-20" "785"
"12195" "2008-05-21" "776"
"12196" "2008-05-22" "775"
"12197" "2008-05-23" "773"
"12198" "2008-05-24" "772"
"12199" "2008-05-25" "770"
"12200" "2008-05-26" "769"
"12201" "2008-05-27" "767"
"12202" "2008-05-28" "766"
"12203" "2008-05-29" "764"
"12204" "2008-05-30" "748"
"12205" "2008-05-31" "756"
"12206" "2008-06-01" "755"
"12207" "2008-06-02" "763"
"12208" "2008-06-03" "782"
"12209" "2008-06-04" "760"
"12210" "2008-06-05" "758"
"12211" "2008-06-06" "741"
"12212" "2008-06-07" "741"
"12213" "2008-06-08" "741"
"12214" "2008-06-09" "741"
"12215" "2008-06-10" "746"
"12216" "2008-06-11" "746"
"12217" "2008-06-12" "745"
"12218" "2008-06-13" "724"
"12219" "2008-06-14" "724"
"12220" "2008-06-15" "724"
"12221" "2008-06-16" "724"
"12222" "2008-06-17" "725"
"12223" "2008-06-18" "738"
"12224" "2008-06-19" "725"
"12225" "2008-06-20" "718"
"12226" "2008-06-21" "719"
"12227" "2008-06-22" "719"
"12228" "2008-06-23" "720"
"12229" "2008-06-24" "739"
"12230" "2008-06-25" "727"
"12231" "2008-06-26" "733"
"12232" "2008-06-27" "724"
"12233" "2008-06-28" "719"
"12234" "2008-06-29" "719"
"12235" "2008-06-30" "715"
"12236" "2008-07-01" "735"
"12237" "2008-07-02" "737"
"12238" "2008-07-03" "734"
"12239" "2008-07-04" "711"
"12240" "2008-07-05" "719"
"12241" "2008-07-06" "719"
"12242" "2008-07-07" "727"
"12243" "2008-07-08" "727"
"12244" "2008-07-09" "752"
"12245" "2008-07-10" "728"
"12246" "2008-07-11" "719"
"12247" "2008-07-12" "720"
"12248" "2008-07-13" "720"
"12249" "2008-07-14" "721"
"12250" "2008-07-15" "732"
"12251" "2008-07-16" "721"
"12252" "2008-07-17" "726"
"12253" "2008-07-18" "717"
"12254" "2008-07-19" "705"
"12255" "2008-07-20" "705"
"12256" "2008-07-21" "694"
"12257" "2008-07-22" "725"
"12258" "2008-07-23" "735"
"12259" "2008-07-24" "729"
"12260" "2008-07-25" "710"
"12261" "2008-07-26" "714"
"12262" "2008-07-27" "714"
"12263" "2008-07-28" "719"
"12264" "2008-07-29" "718"
"12265" "2008-07-30" "709"
"12266" "2008-07-31" "732"
"12267" "2008-08-01" "693"
"12268" "2008-08-02" "691"
"12269" "2008-08-03" "692"
"12270" "2008-08-04" "690"
"12271" "2008-08-05" "715"
"12272" "2008-08-06" "722"
"12273" "2008-08-07" "719"
"12274" "2008-08-08" "693"
"12275" "2008-08-09" "695"
"12276" "2008-08-10" "695"
"12277" "2008-08-11" "697"
"12278" "2008-08-12" "722"
"12279" "2008-08-13" "719"
"12280" "2008-08-14" "719"
"12281" "2008-08-15" "700"
"12282" "2008-08-16" "714"
"12283" "2008-08-17" "714"
"12284" "2008-08-18" "727"
"12285" "2008-08-19" "733"
"12286" "2008-08-20" "735"
"12287" "2008-08-21" "736"
"12288" "2008-08-22" "737"
"12289" "2008-08-23" "738"
"12290" "2008-08-24" "739"
"12291" "2008-08-25" "740"
"12292" "2008-08-26" "742"
"12293" "2008-08-27" "743"
"12294" "2008-08-28" "744"
"12295" "2008-08-29" "737"
"12296" "2008-08-30" "732"
"12297" "2008-08-31" "733"
"12298" "2008-09-01" "727"
"12299" "2008-09-02" "747"
"12300" "2008-09-03" "740"
"12301" "2008-09-04" "759"
"12302" "2008-09-05" "765"
"12303" "2008-09-06" "762"
"12304" "2008-09-07" "762"
"12305" "2008-09-08" "759"
"12306" "2008-09-09" "779"
"12307" "2008-09-10" "760"
"12308" "2008-09-11" "761"
"12309" "2008-09-12" "764"
"12310" "2008-09-13" "762"
"12311" "2008-09-14" "762"
"12312" "2008-09-15" "760"
"12313" "2008-09-16" "788"
"12314" "2008-09-17" "786"
"12315" "2008-09-18" "779"
"12316" "2008-09-19" "762"
"12317" "2008-09-20" "768"
"12318" "2008-09-21" "768"
"12319" "2008-09-22" "775"
"12320" "2008-09-23" "782"
"12321" "2008-09-24" "792"
"12322" "2008-09-25" "793"
"12323" "2008-09-26" "764"
"12324" "2008-09-27" "765"
"12325" "2008-09-28" "766"
"12326" "2008-09-29" "766"
"12327" "2008-09-30" "793"
"12328" "2008-10-01" "782"
"12329" "2008-10-02" "806"
"12330" "2008-10-03" "797"
"12331" "2008-10-04" "809"
"12332" "2008-10-05" "809"
"12333" "2008-10-06" "822"
"12334" "2008-10-07" "825"
"12335" "2008-10-08" "815"
"12336" "2008-10-09" "817"
"12337" "2008-10-10" "781"
"12338" "2008-10-11" "790"
"12339" "2008-10-12" "791"
"12340" "2008-10-13" "800"
"12341" "2008-10-14" "828"
"12342" "2008-10-15" "826"
"12343" "2008-10-16" "816"
"12344" "2008-10-17" "820"
"12345" "2008-10-18" "817"
"12346" "2008-10-19" "817"
"12347" "2008-10-20" "814"
"12348" "2008-10-21" "830"
"12349" "2008-10-22" "848"
"12350" "2008-10-23" "839"
"12351" "2008-10-24" "815"
"12352" "2008-10-25" "832"
"12353" "2008-10-26" "832"
"12354" "2008-10-27" "849"
"12355" "2008-10-28" "896"
"12356" "2008-10-29" "914"
"12357" "2008-10-30" "919"
"12358" "2008-10-31" "895"
"12359" "2008-11-01" "900"
"12360" "2008-11-02" "901"
"12361" "2008-11-03" "906"
"12362" "2008-11-04" "912"
"12363" "2008-11-05" "910"
"12364" "2008-11-06" "908"
"12365" "2008-11-07" "862"
"12366" "2008-11-08" "884"
"12367" "2008-11-09" "884"
"12368" "2008-11-10" "905"
"12369" "2008-11-11" "896"
"12370" "2008-11-12" "913"
"12371" "2008-11-13" "920"
"12372" "2008-11-14" "866"
"12373" "2008-11-15" "888"
"12374" "2008-11-16" "888"
"12375" "2008-11-17" "910"
"12376" "2008-11-18" "893"
"12377" "2008-11-19" "890"
"12378" "2008-11-20" "879"
"12379" "2008-11-21" "878"
"12380" "2008-11-22" "910"
"12381" "2008-11-23" "910"
"12382" "2008-11-24" "942"
"12383" "2008-11-25" "962"
"12384" "2008-11-26" "954"
"12385" "2008-11-27" "924"
"12386" "2008-11-28" "938"
"12387" "2008-11-29" "959"
"12388" "2008-11-30" "959"
"12389" "2008-12-01" "980"
"12390" "2008-12-02" "1001"
"12391" "2008-12-03" "1008"
"12392" "2008-12-04" "990"
"12393" "2008-12-05" "962"
"12394" "2008-12-06" "974"
"12395" "2008-12-07" "974"
"12396" "2008-12-08" "986"
"12397" "2008-12-09" "987"
"12398" "2008-12-10" "997"
"12399" "2008-12-11" "1005"
"12400" "2008-12-12" "986"
"12401" "2008-12-13" "987"
"12402" "2008-12-14" "987"
"12403" "2008-12-15" "988"
"12404" "2008-12-16" "985"
"12405" "2008-12-17" "965"
"12406" "2008-12-18" "942"
"12407" "2008-12-19" "925"
"12408" "2008-12-20" "899"
"12409" "2008-12-21" "899"
"12410" "2008-12-22" "906"
"12411" "2008-12-23" "913"
"12412" "2008-12-24" "920"
"12413" "2008-12-25" "927"
"12414" "2008-12-26" "934"
"12415" "2008-12-27" "940"
"12416" "2008-12-28" "947"
"12417" "2008-12-29" "954"
"12418" "2008-12-30" "961"
"12419" "2008-12-31" "968"
"12420" "2009-01-01" "975"
"12421" "2009-01-02" "982"
"12422" "2009-01-03" "989"
"12423" "2009-01-04" "996"
"12424" "2009-01-05" "1003"
"12425" "2009-01-06" "1047"
"12426" "2009-01-07" "1053"
"12427" "2009-01-08" "1021"
"12428" "2009-01-09" "1017"
"12429" "2009-01-10" "989"
"12430" "2009-01-11" "990"
"12431" "2009-01-12" "962"
"12432" "2009-01-13" "966"
"12433" "2009-01-14" "990"
"12434" "2009-01-15" "967"
"12435" "2009-01-16" "935"
"12436" "2009-01-17" "950"
"12437" "2009-01-18" "950"
"12438" "2009-01-19" "964"
"12439" "2009-01-20" "978"
"12440" "2009-01-21" "986"
"12441" "2009-01-22" "963"
"12442" "2009-01-23" "953"
"12443" "2009-01-24" "957"
"12444" "2009-01-25" "957"
"12445" "2009-01-26" "961"
"12446" "2009-01-27" "976"
"12447" "2009-01-28" "977"
"12448" "2009-01-29" "967"
"12449" "2009-01-30" "956"
"12450" "2009-01-31" "981"
"12451" "2009-02-01" "981"
"12452" "2009-02-02" "1006"
"12453" "2009-02-03" "1016"
"12454" "2009-02-04" "1021"
"12455" "2009-02-05" "1024"
"12456" "2009-02-06" "1008"
"12457" "2009-02-07" "1010"
"12458" "2009-02-08" "1011"
"12459" "2009-02-09" "1013"
"12460" "2009-02-10" "1009"
"12461" "2009-02-11" "1012"
"12462" "2009-02-12" "1022"
"12463" "2009-02-13" "976"
"12464" "2009-02-14" "947"
"12465" "2009-02-15" "948"
"12466" "2009-02-16" "919"
"12467" "2009-02-17" "925"
"12468" "2009-02-18" "926"
"12469" "2009-02-19" "917"
"12470" "2009-02-20" "899"
"12471" "2009-02-21" "897"
"12472" "2009-02-22" "897"
"12473" "2009-02-23" "895"
"12474" "2009-02-24" "907"
"12475" "2009-02-25" "901"
"12476" "2009-02-26" "899"
"12477" "2009-02-27" "862"
"12478" "2009-02-28" "874"
"12479" "2009-03-01" "874"
"12480" "2009-03-02" "886"
"12481" "2009-03-03" "909"
"12482" "2009-03-04" "929"
"12483" "2009-03-05" "939"
"12484" "2009-03-06" "909"
"12485" "2009-03-07" "899"
"12486" "2009-03-08" "899"
"12487" "2009-03-09" "889"
"12488" "2009-03-10" "912"
"12489" "2009-03-11" "906"
"12490" "2009-03-12" "880"
"12491" "2009-03-13" "869"
"12492" "2009-03-14" "859"
"12493" "2009-03-15" "859"
"12494" "2009-03-16" "849"
"12495" "2009-03-17" "858"
"12496" "2009-03-18" "858"
"12497" "2009-03-19" "857"
"12498" "2009-03-20" "833"
"12499" "2009-03-21" "834"
"12500" "2009-03-22" "834"
"12501" "2009-03-23" "835"
"12502" "2009-03-24" "866"
"12503" "2009-03-25" "855"
"12504" "2009-03-26" "854"
"12505" "2009-03-27" "837"
"12506" "2009-03-28" "845"
"12507" "2009-03-29" "845"
"12508" "2009-03-30" "853"
"12509" "2009-03-31" "851"
"12510" "2009-04-01" "854"
"12511" "2009-04-02" "848"
"12512" "2009-04-03" "834"
"12513" "2009-04-04" "828"
"12514" "2009-04-05" "827"
"12515" "2009-04-06" "825"
"12516" "2009-04-07" "822"
"12517" "2009-04-08" "820"
"12518" "2009-04-09" "817"
"12519" "2009-04-10" "814"
"12520" "2009-04-11" "812"
"12521" "2009-04-12" "809"
"12522" "2009-04-13" "807"
"12523" "2009-04-14" "804"
"12524" "2009-04-15" "801"
"12525" "2009-04-16" "799"
"12526" "2009-04-17" "792"
"12527" "2009-04-18" "790"
"12528" "2009-04-19" "789"
"12529" "2009-04-20" "787"
"12530" "2009-04-21" "794"
"12531" "2009-04-22" "788"
"12532" "2009-04-23" "783"
"12533" "2009-04-24" "755"
"12534" "2009-04-25" "775"
"12535" "2009-04-26" "775"
"12536" "2009-04-27" "795"
"12537" "2009-04-28" "811"
"12538" "2009-04-29" "788"
"12539" "2009-04-30" "785"
"12540" "2009-05-01" "782"
"12541" "2009-05-02" "779"
"12542" "2009-05-03" "776"
"12543" "2009-05-04" "774"
"12544" "2009-05-05" "771"
"12545" "2009-05-06" "768"
"12546" "2009-05-07" "765"
"12547" "2009-05-08" "744"
"12548" "2009-05-09" "743"
"12549" "2009-05-10" "742"
"12550" "2009-05-11" "740"
"12551" "2009-05-12" "757"
"12552" "2009-05-13" "779"
"12553" "2009-05-14" "788"
"12554" "2009-05-15" "776"
"12555" "2009-05-16" "764"
"12556" "2009-05-17" "764"
"12557" "2009-05-18" "752"
"12558" "2009-05-19" "770"
"12559" "2009-05-20" "767"
"12560" "2009-05-21" "762"
"12561" "2009-05-22" "756"
"12562" "2009-05-23" "751"
"12563" "2009-05-24" "746"
"12564" "2009-05-25" "740"
"12565" "2009-05-26" "735"
"12566" "2009-05-27" "729"
"12567" "2009-05-28" "724"
"12568" "2009-05-29" "706"
"12569" "2009-05-30" "710"
"12570" "2009-05-31" "709"
"12571" "2009-06-01" "714"
"12572" "2009-06-02" "733"
"12573" "2009-06-03" "729"
"12574" "2009-06-04" "722"
"12575" "2009-06-05" "717"
"12576" "2009-06-06" "719"
"12577" "2009-06-07" "718"
"12578" "2009-06-08" "720"
"12579" "2009-06-09" "737"
"12580" "2009-06-10" "744"
"12581" "2009-06-11" "726"
"12582" "2009-06-12" "708"
"12583" "2009-06-13" "711"
"12584" "2009-06-14" "711"
"12585" "2009-06-15" "715"
"12586" "2009-06-16" "723"
"12587" "2009-06-17" "720"
"12588" "2009-06-18" "706"
"12589" "2009-06-19" "681"
"12590" "2009-06-20" "697"
"12591" "2009-06-21" "697"
"12592" "2009-06-22" "713"
"12593" "2009-06-23" "730"
"12594" "2009-06-24" "715"
"12595" "2009-06-25" "716"
"12596" "2009-06-26" "709"
"12597" "2009-06-27" "715"
"12598" "2009-06-28" "714"
"12599" "2009-06-29" "720"
"12600" "2009-06-30" "743"
"12601" "2009-07-01" "751"
"12602" "2009-07-02" "750"
"12603" "2009-07-03" "727"
"12604" "2009-07-04" "712"
"12605" "2009-07-05" "712"
"12606" "2009-07-06" "697"
"12607" "2009-07-07" "710"
"12608" "2009-07-08" "707"
"12609" "2009-07-09" "697"
"12610" "2009-07-10" "683"
"12611" "2009-07-11" "688"
"12612" "2009-07-12" "688"
"12613" "2009-07-13" "693"
"12614" "2009-07-14" "707"
"12615" "2009-07-15" "708"
"12616" "2009-07-16" "717"
"12617" "2009-07-17" "692"
"12618" "2009-07-18" "686"
"12619" "2009-07-19" "686"
"12620" "2009-07-20" "679"
"12621" "2009-07-21" "712"
"12622" "2009-07-22" "692"
"12623" "2009-07-23" "693"
"12624" "2009-07-24" "673"
"12625" "2009-07-25" "673"
"12626" "2009-07-26" "673"
"12627" "2009-07-27" "673"
"12628" "2009-07-28" "677"
"12629" "2009-07-29" "694"
"12630" "2009-07-30" "670"
"12631" "2009-07-31" "664"
"12632" "2009-08-01" "667"
"12633" "2009-08-02" "667"
"12634" "2009-08-03" "671"
"12635" "2009-08-04" "697"
"12636" "2009-08-05" "699"
"12637" "2009-08-06" "705"
"12638" "2009-08-07" "681"
"12639" "2009-08-08" "687"
"12640" "2009-08-09" "687"
"12641" "2009-08-10" "692"
"12642" "2009-08-11" "705"
"12643" "2009-08-12" "715"
"12644" "2009-08-13" "709"
"12645" "2009-08-14" "689"
"12646" "2009-08-15" "692"
"12647" "2009-08-16" "692"
"12648" "2009-08-17" "695"
"12649" "2009-08-18" "718"
"12650" "2009-08-19" "722"
"12651" "2009-08-20" "711"
"12652" "2009-08-21" "681"
"12653" "2009-08-22" "694"
"12654" "2009-08-23" "694"
"12655" "2009-08-24" "708"
"12656" "2009-08-25" "709"
"12657" "2009-08-26" "716"
"12658" "2009-08-27" "715"
"12659" "2009-08-28" "715"
"12660" "2009-08-29" "715"
"12661" "2009-08-30" "714"
"12662" "2009-08-31" "714"
"12663" "2009-09-01" "714"
"12664" "2009-09-02" "713"
"12665" "2009-09-03" "713"
"12666" "2009-09-04" "689"
"12667" "2009-09-05" "708"
"12668" "2009-09-06" "708"
"12669" "2009-09-07" "727"
"12670" "2009-09-08" "744"
"12671" "2009-09-09" "740"
"12672" "2009-09-10" "733"
"12673" "2009-09-11" "720"
"12674" "2009-09-12" "723"
"12675" "2009-09-13" "723"
"12676" "2009-09-14" "726"
"12677" "2009-09-15" "749"
"12678" "2009-09-16" "745"
"12679" "2009-09-17" "754"
"12680" "2009-09-18" "738"
"12681" "2009-09-19" "732"
"12682" "2009-09-20" "733"
"12683" "2009-09-21" "727"
"12684" "2009-09-22" "739"
"12685" "2009-09-23" "753"
"12686" "2009-09-24" "751"
"12687" "2009-09-25" "735"
"12688" "2009-09-26" "739"
"12689" "2009-09-27" "740"
"12690" "2009-09-28" "743"
"12691" "2009-09-29" "764"
"12692" "2009-09-30" "767"
"12693" "2009-10-01" "760"
"12694" "2009-10-02" "749"
"12695" "2009-10-03" "765"
"12696" "2009-10-04" "766"
"12697" "2009-10-05" "782"
"12698" "2009-10-06" "797"
"12699" "2009-10-07" "801"
"12700" "2009-10-08" "795"
"12701" "2009-10-09" "789"
"12702" "2009-10-10" "787"
"12703" "2009-10-11" "787"
"12704" "2009-10-12" "784"
"12705" "2009-10-13" "812"
"12706" "2009-10-14" "818"
"12707" "2009-10-15" "818"
"12708" "2009-10-16" "785"
"12709" "2009-10-17" "802"
"12710" "2009-10-18" "802"
"12711" "2009-10-19" "819"
"12712" "2009-10-20" "832"
"12713" "2009-10-21" "837"
"12714" "2009-10-22" "834"
"12715" "2009-10-23" "812"
"12716" "2009-10-24" "805"
"12717" "2009-10-25" "805"
"12718" "2009-10-26" "797"
"12719" "2009-10-27" "811"
"12720" "2009-10-28" "807"
"12721" "2009-10-29" "808"
"12722" "2009-10-30" "777"
"12723" "2009-10-31" "791"
"12724" "2009-11-01" "791"
"12725" "2009-11-02" "805"
"12726" "2009-11-03" "830"
"12727" "2009-11-04" "848"
"12728" "2009-11-05" "855"
"12729" "2009-11-06" "850"
"12730" "2009-11-07" "873"
"12731" "2009-11-08" "873"
"12732" "2009-11-09" "896"
"12733" "2009-11-10" "921"
"12734" "2009-11-11" "904"
"12735" "2009-11-12" "877"
"12736" "2009-11-13" "862"
"12737" "2009-11-14" "855"
"12738" "2009-11-15" "855"
"12739" "2009-11-16" "847"
"12740" "2009-11-17" "850"
"12741" "2009-11-18" "867"
"12742" "2009-11-19" "842"
"12743" "2009-11-20" "828"
"12744" "2009-11-21" "843"
"12745" "2009-11-22" "843"
"12746" "2009-11-23" "859"
"12747" "2009-11-24" "875"
"12748" "2009-11-25" "870"
"12749" "2009-11-26" "883"
"12750" "2009-11-27" "887"
"12751" "2009-11-28" "906"
"12752" "2009-11-29" "906"
"12753" "2009-11-30" "924"
"12754" "2009-12-01" "964"
"12755" "2009-12-02" "951"
"12756" "2009-12-03" "943"
"12757" "2009-12-04" "940"
"12758" "2009-12-05" "927"
"12759" "2009-12-06" "927"
"12760" "2009-12-07" "914"
"12761" "2009-12-08" "927"
"12762" "2009-12-09" "923"
"12763" "2009-12-10" "929"
"12764" "2009-12-11" "950"
"12765" "2009-12-12" "962"
"12766" "2009-12-13" "962"
"12767" "2009-12-14" "973"
"12768" "2009-12-15" "993"
"12769" "2009-12-16" "1004"
"12770" "2009-12-17" "992"
"12771" "2009-12-18" "1006"
"12772" "2009-12-19" "1008"
"12773" "2009-12-20" "1008"
"12774" "2009-12-21" "1010"
"12775" "2009-12-22" "1013"
"12776" "2009-12-23" "1015"
"12777" "2009-12-24" "1018"
"12778" "2009-12-25" "1021"
"12779" "2009-12-26" "1024"
"12780" "2009-12-27" "1027"
"12781" "2009-12-28" "1030"
"12782" "2009-12-29" "1033"
"12783" "2009-12-30" "1036"
"12784" "2009-12-31" "1039"
"12785" "2010-01-01" "1042"
"12786" "2010-01-02" "1045"
"12787" "2010-01-03" "1048"
"12788" "2010-01-04" "1051"
"12789" "2010-01-05" "1054"
"12790" "2010-01-06" "1036"
"12791" "2010-01-07" "1071"
"12792" "2010-01-08" "1065"
"12793" "2010-01-09" "1061"
"12794" "2010-01-10" "1061"
"12795" "2010-01-11" "1057"
"12796" "2010-01-12" "1054"
"12797" "2010-01-13" "1058"
"12798" "2010-01-14" "1054"
"12799" "2010-01-15" "1002"
"12800" "2010-01-16" "988"
"12801" "2010-01-17" "988"
"12802" "2010-01-18" "974"
"12803" "2010-01-19" "980"
"12804" "2010-01-20" "1000"
"12805" "2010-01-21" "997"
"12806" "2010-01-22" "971"
"12807" "2010-01-23" "984"
"12808" "2010-01-24" "984"
"12809" "2010-01-25" "997"
"12810" "2010-01-26" "1020"
"12811" "2010-01-27" "1008"
"12812" "2010-01-28" "986"
"12813" "2010-01-29" "964"
"12814" "2010-01-30" "983"
"12815" "2010-01-31" "983"
"12816" "2010-02-01" "1002"
"12817" "2010-02-02" "998"
"12818" "2010-02-03" "1015"
"12819" "2010-02-04" "986"
"12820" "2010-02-05" "944"
"12821" "2010-02-06" "968"
"12822" "2010-02-07" "968"
"12823" "2010-02-08" "992"
"12824" "2010-02-09" "1003"
"12825" "2010-02-10" "1014"
"12826" "2010-02-11" "1025"
"12827" "2010-02-12" "1004"
"12828" "2010-02-13" "994"
"12829" "2010-02-14" "994"
"12830" "2010-02-15" "984"
"12831" "2010-02-16" "987"
"12832" "2010-02-17" "993"
"12833" "2010-02-18" "1007"
"12834" "2010-02-19" "975"
"12835" "2010-02-20" "986"
"12836" "2010-02-21" "986"
"12837" "2010-02-22" "997"
"12838" "2010-02-23" "1007"
"12839" "2010-02-24" "984"
"12840" "2010-02-25" "968"
"12841" "2010-02-26" "937"
"12842" "2010-02-27" "945"
"12843" "2010-02-28" "945"
"12844" "2010-03-01" "953"
"12845" "2010-03-02" "963"
"12846" "2010-03-03" "965"
"12847" "2010-03-04" "965"
"12848" "2010-03-05" "942"
"12849" "2010-03-06" "953"
"12850" "2010-03-07" "953"
"12851" "2010-03-08" "964"
"12852" "2010-03-09" "968"
"12853" "2010-03-10" "962"
"12854" "2010-03-11" "960"
"12855" "2010-03-12" "934"
"12856" "2010-03-13" "910"
"12857" "2010-03-14" "910"
"12858" "2010-03-15" "886"
"12859" "2010-03-16" "908"
"12860" "2010-03-17" "886"
"12861" "2010-03-18" "862"
"12862" "2010-03-19" "849"
"12863" "2010-03-20" "851"
"12864" "2010-03-21" "851"
"12865" "2010-03-22" "853"
"12866" "2010-03-23" "894"
"12867" "2010-03-24" "880"
"12868" "2010-03-25" "878"
"12869" "2010-03-26" "837"
"12870" "2010-03-27" "857"
"12871" "2010-03-28" "857"
"12872" "2010-03-29" "854"
"12873" "2010-03-30" "850"
"12874" "2010-03-31" "847"
"12875" "2010-04-01" "858"
"12876" "2010-04-02" "855"
"12877" "2010-04-03" "851"
"12878" "2010-04-04" "848"
"12879" "2010-04-05" "845"
"12880" "2010-04-06" "841"
"12881" "2010-04-07" "837"
"12882" "2010-04-08" "834"
"12883" "2010-04-09" "812"
"12884" "2010-04-10" "813"
"12885" "2010-04-11" "813"
"12886" "2010-04-12" "814"
"12887" "2010-04-13" "821"
"12888" "2010-04-14" "838"
"12889" "2010-04-15" "842"
"12890" "2010-04-16" "814"
"12891" "2010-04-17" "817"
"12892" "2010-04-18" "817"
"12893" "2010-04-19" "819"
"12894" "2010-04-20" "813"
"12895" "2010-04-21" "830"
"12896" "2010-04-22" "833"
"12897" "2010-04-23" "809"
"12898" "2010-04-24" "800"
"12899" "2010-04-25" "800"
"12900" "2010-04-26" "791"
"12901" "2010-04-27" "793"
"12902" "2010-04-28" "781"
"12903" "2010-04-29" "785"
"12904" "2010-04-30" "789"
"12905" "2010-05-01" "793"
"12906" "2010-05-02" "797"
"12907" "2010-05-03" "801"
"12908" "2010-05-04" "805"
"12909" "2010-05-05" "808"
"12910" "2010-05-06" "812"
"12911" "2010-05-07" "789"
"12912" "2010-05-08" "799"
"12913" "2010-05-09" "799"
"12914" "2010-05-10" "809"
"12915" "2010-05-11" "824"
"12916" "2010-05-12" "826"
"12917" "2010-05-13" "810"
"12918" "2010-05-14" "787"
"12919" "2010-05-15" "779"
"12920" "2010-05-16" "779"
"12921" "2010-05-17" "771"
"12922" "2010-05-18" "776"
"12923" "2010-05-19" "772"
"12924" "2010-05-20" "776"
"12925" "2010-05-21" "755"
"12926" "2010-05-22" "749"
"12927" "2010-05-23" "749"
"12928" "2010-05-24" "743"
"12929" "2010-05-25" "743"
"12930" "2010-05-26" "747"
"12931" "2010-05-27" "743"
"12932" "2010-05-28" "740"
"12933" "2010-05-29" "736"
"12934" "2010-05-30" "733"
"12935" "2010-05-31" "729"
"12936" "2010-06-01" "726"
"12937" "2010-06-02" "722"
"12938" "2010-06-03" "719"
"12939" "2010-06-04" "710"
"12940" "2010-06-05" "720"
"12941" "2010-06-06" "719"
"12942" "2010-06-07" "729"
"12943" "2010-06-08" "747"
"12944" "2010-06-09" "739"
"12945" "2010-06-10" "736"
"12946" "2010-06-11" "717"
"12947" "2010-06-12" "720"
"12948" "2010-06-13" "720"
"12949" "2010-06-14" "723"
"12950" "2010-06-15" "725"
"12951" "2010-06-16" "725"
"12952" "2010-06-17" "725"
"12953" "2010-06-18" "711"
"12954" "2010-06-19" "715"
"12955" "2010-06-20" "714"
"12956" "2010-06-21" "718"
"12957" "2010-06-22" "730"
"12958" "2010-06-23" "729"
"12959" "2010-06-24" "731"
"12960" "2010-06-25" "716"
"12961" "2010-06-26" "716"
"12962" "2010-06-27" "716"
"12963" "2010-06-28" "716"
"12964" "2010-06-29" "739"
"12965" "2010-06-30" "736"
"12966" "2010-07-01" "725"
"12967" "2010-07-02" "711"
"12968" "2010-07-03" "704"
"12969" "2010-07-04" "704"
"12970" "2010-07-05" "696"
"12971" "2010-07-06" "712"
"12972" "2010-07-07" "713"
"12973" "2010-07-08" "731"
"12974" "2010-07-09" "724"
"12975" "2010-07-10" "720"
"12976" "2010-07-11" "720"
"12977" "2010-07-12" "717"
"12978" "2010-07-13" "725"
"12979" "2010-07-14" "724"
"12980" "2010-07-15" "705"
"12981" "2010-07-16" "676"
"12982" "2010-07-17" "692"
"12983" "2010-07-18" "692"
"12984" "2010-07-19" "708"
"12985" "2010-07-20" "740"
"12986" "2010-07-21" "729"
"12987" "2010-07-22" "714"
"12988" "2010-07-23" "690"
"12989" "2010-07-24" "695"
"12990" "2010-07-25" "695"
"12991" "2010-07-26" "701"
"12992" "2010-07-27" "711"
"12993" "2010-07-28" "698"
"12994" "2010-07-29" "691"
"12995" "2010-07-30" "680"
"12996" "2010-07-31" "681"
"12997" "2010-08-01" "681"
"12998" "2010-08-02" "681"
"12999" "2010-08-03" "687"
"13000" "2010-08-04" "685"
"13001" "2010-08-05" "672"
"13002" "2010-08-06" "669"
"13003" "2010-08-07" "677"
"13004" "2010-08-08" "677"
"13005" "2010-08-09" "685"
"13006" "2010-08-10" "697"
"13007" "2010-08-11" "691"
"13008" "2010-08-12" "695"
"13009" "2010-08-13" "684"
"13010" "2010-08-14" "686"
"13011" "2010-08-15" "687"
"13012" "2010-08-16" "689"
"13013" "2010-08-17" "712"
"13014" "2010-08-18" "703"
"13015" "2010-08-19" "707"
"13016" "2010-08-20" "688"
"13017" "2010-08-21" "692"
"13018" "2010-08-22" "693"
"13019" "2010-08-23" "698"
"13020" "2010-08-24" "679"
"13021" "2010-08-25" "720"
"13022" "2010-08-26" "721"
"13023" "2010-08-27" "722"
"13024" "2010-08-28" "723"
"13025" "2010-08-29" "724"
"13026" "2010-08-30" "725"
"13027" "2010-08-31" "726"
"13028" "2010-09-01" "727"
"13029" "2010-09-02" "728"
"13030" "2010-09-03" "717"
"13031" "2010-09-04" "709"
