"Row_no" "Date" "Detrended_demand_GWh"
"2090" "1980-09-20" "721"
"2091" "1980-09-21" "720"
"2092" "1980-09-22" "711"
"2093" "1980-09-23" "741"
"2094" "1980-09-24" "737"
"2095" "1980-09-25" "737"
"2096" "1980-09-26" "723"
"2097" "1980-09-27" "731"
"2098" "1980-09-28" "731"
"2099" "1980-09-29" "740"
"2100" "1980-09-30" "756"
"2101" "1980-10-01" "779"
"2102" "1980-10-02" "769"
"2103" "1980-10-03" "755"
"2104" "1980-10-04" "769"
"2105" "1980-10-05" "768"
"2106" "1980-10-06" "781"
"2107" "1980-10-07" "815"
"2108" "1980-10-08" "826"
"2109" "1980-10-09" "832"
"2110" "1980-10-10" "842"
"2111" "1980-10-11" "835"
"2112" "1980-10-12" "835"
"2113" "1980-10-13" "828"
"2114" "1980-10-14" "844"
"2115" "1980-10-15" "854"
"2116" "1980-10-16" "886"
"2117" "1980-10-17" "870"
"2118" "1980-10-18" "863"
"2119" "1980-10-19" "863"
"2120" "1980-10-20" "857"
"2121" "1980-10-21" "851"
"2122" "1980-10-22" "857"
"2123" "1980-10-23" "851"
"2124" "1980-10-24" "832"
"2125" "1980-10-25" "823"
"2126" "1980-10-26" "823"
"2127" "1980-10-27" "814"
"2128" "1980-10-28" "835"
"2129" "1980-10-29" "843"
"2130" "1980-10-30" "860"
"2131" "1980-10-31" "854"
"2132" "1980-11-01" "882"
"2133" "1980-11-02" "882"
"2134" "1980-11-03" "910"
"2135" "1980-11-04" "953"
"2136" "1980-11-05" "974"
"2137" "1980-11-06" "974"
"2138" "1980-11-07" "949"
"2139" "1980-11-08" "933"
"2140" "1980-11-09" "933"
"2141" "1980-11-10" "917"
"2142" "1980-11-11" "945"
"2143" "1980-11-12" "949"
"2144" "1980-11-13" "944"
"2145" "1980-11-14" "923"
"2146" "1980-11-15" "892"
"2147" "1980-11-16" "892"
"2148" "1980-11-17" "860"
"2149" "1980-11-18" "897"
"2150" "1980-11-19" "909"
"2151" "1980-11-20" "882"
"2152" "1980-11-21" "865"
"2153" "1980-11-22" "855"
"2154" "1980-11-23" "855"
"2155" "1980-11-24" "846"
"2156" "1980-11-25" "898"
"2157" "1980-11-26" "941"
"2158" "1980-11-27" "943"
"2159" "1980-11-28" "961"
"2160" "1980-11-29" "974"
"2161" "1980-11-30" "974"
"2162" "1980-12-01" "988"
"2163" "1980-12-02" "991"
"2164" "1980-12-03" "1001"
"2165" "1980-12-04" "984"
"2166" "1980-12-05" "952"
"2167" "1980-12-06" "973"
"2168" "1980-12-07" "973"
"2169" "1980-12-08" "994"
"2170" "1980-12-09" "1010"
"2171" "1980-12-10" "983"
"2172" "1980-12-11" "931"
"2173" "1980-12-12" "910"
"2174" "1980-12-13" "920"
"2175" "1980-12-14" "920"
"2176" "1980-12-15" "929"
"2177" "1980-12-16" "963"
"2178" "1980-12-17" "961"
"2179" "1980-12-18" "954"
"2180" "1980-12-19" "966"
"2181" "1980-12-20" "921"
"2182" "1980-12-21" "921"
"2183" "1980-12-22" "922"
"2184" "1980-12-23" "923"
"2185" "1980-12-24" "924"
"2186" "1980-12-25" "925"
"2187" "1980-12-26" "926"
"2188" "1980-12-27" "927"
"2189" "1980-12-28" "928"
"2190" "1980-12-29" "929"
"2191" "1980-12-30" "930"
"2192" "1980-12-31" "931"
"2193" "1981-01-01" "932"
"2194" "1981-01-02" "933"
"2195" "1981-01-03" "934"
"2196" "1981-01-04" "935"
"2197" "1981-01-05" "936"
"2198" "1981-01-06" "978"
"2199" "1981-01-07" "985"
"2200" "1981-01-08" "953"
"2201" "1981-01-09" "928"
"2202" "1981-01-10" "954"
"2203" "1981-01-11" "954"
"2204" "1981-01-12" "981"
"2205" "1981-01-13" "1022"
"2206" "1981-01-14" "998"
"2207" "1981-01-15" "996"
"2208" "1981-01-16" "996"
"2209" "1981-01-17" "968"
"2210" "1981-01-18" "968"
"2211" "1981-01-19" "941"
"2212" "1981-01-20" "961"
"2213" "1981-01-21" "964"
"2214" "1981-01-22" "921"
"2215" "1981-01-23" "887"
"2216" "1981-01-24" "896"
"2217" "1981-01-25" "896"
"2218" "1981-01-26" "905"
"2219" "1981-01-27" "914"
"2220" "1981-01-28" "923"
"2221" "1981-01-29" "924"
"2222" "1981-01-30" "919"
"2223" "1981-01-31" "921"
"2224" "1981-02-01" "921"
"2225" "1981-02-02" "922"
"2226" "1981-02-03" "923"
"2227" "1981-02-04" "942"
"2228" "1981-02-05" "937"
"2229" "1981-02-06" "894"
"2230" "1981-02-07" "902"
"2231" "1981-02-08" "902"
"2232" "1981-02-09" "911"
"2233" "1981-02-10" "945"
"2234" "1981-02-11" "958"
"2235" "1981-02-12" "958"
"2236" "1981-02-13" "932"
"2237" "1981-02-14" "935"
"2238" "1981-02-15" "935"
"2239" "1981-02-16" "939"
"2240" "1981-02-17" "955"
"2241" "1981-02-18" "971"
"2242" "1981-02-19" "982"
"2243" "1981-02-20" "950"
"2244" "1981-02-21" "956"
"2245" "1981-02-22" "956"
"2246" "1981-02-23" "962"
"2247" "1981-02-24" "975"
"2248" "1981-02-25" "980"
"2249" "1981-02-26" "987"
"2250" "1981-02-27" "959"
"2251" "1981-02-28" "931"
"2252" "1981-03-01" "931"
"2253" "1981-03-02" "903"
"2254" "1981-03-03" "952"
"2255" "1981-03-04" "949"
"2256" "1981-03-05" "940"
"2257" "1981-03-06" "891"
"2258" "1981-03-07" "872"
"2259" "1981-03-08" "872"
"2260" "1981-03-09" "853"
"2261" "1981-03-10" "875"
"2262" "1981-03-11" "864"
"2263" "1981-03-12" "844"
"2264" "1981-03-13" "843"
"2265" "1981-03-14" "850"
"2266" "1981-03-15" "850"
"2267" "1981-03-16" "857"
"2268" "1981-03-17" "902"
"2269" "1981-03-18" "905"
"2270" "1981-03-19" "889"
"2271" "1981-03-20" "847"
"2272" "1981-03-21" "859"
"2273" "1981-03-22" "859"
"2274" "1981-03-23" "872"
"2275" "1981-03-24" "866"
"2276" "1981-03-25" "844"
"2277" "1981-03-26" "828"
"2278" "1981-03-27" "804"
"2279" "1981-03-28" "811"
"2280" "1981-03-29" "811"
"2281" "1981-03-30" "818"
"2282" "1981-03-31" "854"
"2283" "1981-04-01" "861"
"2284" "1981-04-02" "834"
"2285" "1981-04-03" "824"
"2286" "1981-04-04" "831"
"2287" "1981-04-05" "831"
"2288" "1981-04-06" "838"
"2289" "1981-04-07" "846"
"2290" "1981-04-08" "833"
"2291" "1981-04-09" "794"
"2292" "1981-04-10" "760"
"2293" "1981-04-11" "773"
"2294" "1981-04-12" "774"
"2295" "1981-04-13" "777"
"2296" "1981-04-14" "781"
"2297" "1981-04-15" "785"
"2298" "1981-04-16" "788"
"2299" "1981-04-17" "792"
"2300" "1981-04-18" "796"
"2301" "1981-04-19" "799"
"2302" "1981-04-20" "803"
"2303" "1981-04-21" "807"
"2304" "1981-04-22" "811"
"2305" "1981-04-23" "814"
"2306" "1981-04-24" "850"
"2307" "1981-04-25" "855"
"2308" "1981-04-26" "855"
"2309" "1981-04-27" "860"
"2310" "1981-04-28" "882"
"2311" "1981-04-29" "850"
"2312" "1981-04-30" "843"
"2313" "1981-05-01" "836"
"2314" "1981-05-02" "830"
"2315" "1981-05-03" "823"
"2316" "1981-05-04" "817"
"2317" "1981-05-05" "810"
"2318" "1981-05-06" "804"
"2319" "1981-05-07" "797"
"2320" "1981-05-08" "762"
"2321" "1981-05-09" "752"
"2322" "1981-05-10" "753"
"2323" "1981-05-11" "744"
"2324" "1981-05-12" "770"
"2325" "1981-05-13" "764"
"2326" "1981-05-14" "758"
"2327" "1981-05-15" "746"
"2328" "1981-05-16" "762"
"2329" "1981-05-17" "763"
"2330" "1981-05-18" "779"
"2331" "1981-05-19" "772"
"2332" "1981-05-20" "770"
"2333" "1981-05-21" "760"
"2334" "1981-05-22" "749"
"2335" "1981-05-23" "739"
"2336" "1981-05-24" "728"
"2337" "1981-05-25" "718"
"2338" "1981-05-26" "707"
"2339" "1981-05-27" "697"
"2340" "1981-05-28" "686"
"2341" "1981-05-29" "685"
"2342" "1981-05-30" "699"
"2343" "1981-05-31" "699"
"2344" "1981-06-01" "713"
"2345" "1981-06-02" "740"
"2346" "1981-06-03" "735"
"2347" "1981-06-04" "754"
"2348" "1981-06-05" "733"
"2349" "1981-06-06" "732"
"2350" "1981-06-07" "732"
"2351" "1981-06-08" "730"
"2352" "1981-06-09" "753"
"2353" "1981-06-10" "755"
"2354" "1981-06-11" "768"
"2355" "1981-06-12" "744"
"2356" "1981-06-13" "734"
"2357" "1981-06-14" "734"
"2358" "1981-06-15" "723"
"2359" "1981-06-16" "752"
"2360" "1981-06-17" "764"
"2361" "1981-06-18" "759"
"2362" "1981-06-19" "753"
"2363" "1981-06-20" "734"
"2364" "1981-06-21" "734"
"2365" "1981-06-22" "715"
"2366" "1981-06-23" "737"
"2367" "1981-06-24" "754"
"2368" "1981-06-25" "754"
"2369" "1981-06-26" "754"
"2370" "1981-06-27" "743"
"2371" "1981-06-28" "743"
"2372" "1981-06-29" "731"
"2373" "1981-06-30" "747"
"2374" "1981-07-01" "745"
"2375" "1981-07-02" "743"
"2376" "1981-07-03" "728"
"2377" "1981-07-04" "723"
"2378" "1981-07-05" "724"
"2379" "1981-07-06" "719"
"2380" "1981-07-07" "729"
"2381" "1981-07-08" "729"
"2382" "1981-07-09" "734"
"2383" "1981-07-10" "718"
"2384" "1981-07-11" "716"
"2385" "1981-07-12" "716"
"2386" "1981-07-13" "713"
"2387" "1981-07-14" "732"
"2388" "1981-07-15" "733"
"2389" "1981-07-16" "739"
"2390" "1981-07-17" "722"
"2391" "1981-07-18" "716"
"2392" "1981-07-19" "716"
"2393" "1981-07-20" "710"
"2394" "1981-07-21" "726"
"2395" "1981-07-22" "734"
"2396" "1981-07-23" "742"
"2397" "1981-07-24" "717"
"2398" "1981-07-25" "709"
"2399" "1981-07-26" "700"
"2400" "1981-07-27" "692"
"2401" "1981-07-28" "684"
"2402" "1981-07-29" "675"
"2403" "1981-07-30" "667"
"2404" "1981-07-31" "658"
"2405" "1981-08-01" "650"
"2406" "1981-08-02" "650"
"2407" "1981-08-03" "641"
"2408" "1981-08-04" "654"
"2409" "1981-08-05" "653"
"2410" "1981-08-06" "680"
"2411" "1981-08-07" "671"
"2412" "1981-08-08" "675"
"2413" "1981-08-09" "675"
"2414" "1981-08-10" "680"
"2415" "1981-08-11" "698"
"2416" "1981-08-12" "704"
"2417" "1981-08-13" "707"
"2418" "1981-08-14" "700"
"2419" "1981-08-15" "701"
"2420" "1981-08-16" "701"
"2421" "1981-08-17" "701"
"2422" "1981-08-18" "727"
"2423" "1981-08-19" "739"
"2424" "1981-08-20" "735"
"2425" "1981-08-21" "727"
"2426" "1981-08-22" "721"
"2427" "1981-08-23" "721"
"2428" "1981-08-24" "714"
"2429" "1981-08-25" "733"
"2430" "1981-08-26" "734"
"2431" "1981-08-27" "733"
"2432" "1981-08-28" "733"
"2433" "1981-08-29" "733"
"2434" "1981-08-30" "733"
"2435" "1981-08-31" "733"
"2436" "1981-09-01" "733"
"2437" "1981-09-02" "733"
"2438" "1981-09-03" "733"
"2439" "1981-09-04" "720"
"2440" "1981-09-05" "720"
"2441" "1981-09-06" "719"
"2442" "1981-09-07" "719"
"2443" "1981-09-08" "741"
"2444" "1981-09-09" "742"
"2445" "1981-09-10" "742"
"2446" "1981-09-11" "728"
"2447" "1981-09-12" "734"
"2448" "1981-09-13" "733"
"2449" "1981-09-14" "739"
"2450" "1981-09-15" "752"
"2451" "1981-09-16" "752"
"2452" "1981-09-17" "755"
"2453" "1981-09-18" "742"
"2454" "1981-09-19" "734"
"2455" "1981-09-20" "733"
"2456" "1981-09-21" "726"
"2457" "1981-09-22" "744"
"2458" "1981-09-23" "752"
"2459" "1981-09-24" "765"
"2460" "1981-09-25" "741"
"2461" "1981-09-26" "748"
"2462" "1981-09-27" "748"
"2463" "1981-09-28" "754"
"2464" "1981-09-29" "786"
"2465" "1981-09-30" "783"
"2466" "1981-10-01" "785"
"2467" "1981-10-02" "783"
"2468" "1981-10-03" "786"
"2469" "1981-10-04" "786"
"2470" "1981-10-05" "789"
"2471" "1981-10-06" "817"
"2472" "1981-10-07" "823"
"2473" "1981-10-08" "824"
"2474" "1981-10-09" "808"
"2475" "1981-10-10" "821"
"2476" "1981-10-11" "821"
"2477" "1981-10-12" "834"
"2478" "1981-10-13" "859"
"2479" "1981-10-14" "867"
"2480" "1981-10-15" "878"
"2481" "1981-10-16" "862"
"2482" "1981-10-17" "862"
"2483" "1981-10-18" "862"
"2484" "1981-10-19" "862"
"2485" "1981-10-20" "866"
"2486" "1981-10-21" "877"
"2487" "1981-10-22" "881"
"2488" "1981-10-23" "868"
"2489" "1981-10-24" "867"
"2490" "1981-10-25" "867"
"2491" "1981-10-26" "865"
"2492" "1981-10-27" "873"
"2493" "1981-10-28" "888"
"2494" "1981-10-29" "877"
"2495" "1981-10-30" "868"
"2496" "1981-10-31" "849"
"2497" "1981-11-01" "849"
"2498" "1981-11-02" "829"
"2499" "1981-11-03" "841"
"2500" "1981-11-04" "856"
"2501" "1981-11-05" "873"
"2502" "1981-11-06" "881"
"2503" "1981-11-07" "889"
"2504" "1981-11-08" "889"
"2505" "1981-11-09" "896"
"2506" "1981-11-10" "927"
"2507" "1981-11-11" "916"
"2508" "1981-11-12" "896"
"2509" "1981-11-13" "892"
"2510" "1981-11-14" "892"
"2511" "1981-11-15" "892"
"2512" "1981-11-16" "891"
"2513" "1981-11-17" "905"
"2514" "1981-11-18" "912"
"2515" "1981-11-19" "908"
"2516" "1981-11-20" "890"
"2517" "1981-11-21" "885"
"2518" "1981-11-22" "885"
"2519" "1981-11-23" "881"
"2520" "1981-11-24" "928"
"2521" "1981-11-25" "954"
"2522" "1981-11-26" "934"
"2523" "1981-11-27" "904"
"2524" "1981-11-28" "912"
"2525" "1981-11-29" "912"
"2526" "1981-11-30" "920"
"2527" "1981-12-01" "944"
"2528" "1981-12-02" "955"
"2529" "1981-12-03" "939"
"2530" "1981-12-04" "926"
"2531" "1981-12-05" "932"
"2532" "1981-12-06" "932"
"2533" "1981-12-07" "938"
"2534" "1981-12-08" "985"
"2535" "1981-12-09" "1014"
"2536" "1981-12-10" "1029"
"2537" "1981-12-11" "1018"
"2538" "1981-12-12" "1004"
"2539" "1981-12-13" "1004"
"2540" "1981-12-14" "990"
"2541" "1981-12-15" "1014"
"2542" "1981-12-16" "1033"
"2543" "1981-12-17" "1053"
"2544" "1981-12-18" "1054"
"2545" "1981-12-19" "1033"
"2546" "1981-12-20" "1033"
"2547" "1981-12-21" "1011"
"2548" "1981-12-22" "1006"
"2549" "1981-12-23" "1001"
"2550" "1981-12-24" "996"
"2551" "1981-12-25" "991"
"2552" "1981-12-26" "986"
"2553" "1981-12-27" "981"
"2554" "1981-12-28" "975"
"2555" "1981-12-29" "970"
"2556" "1981-12-30" "965"
"2557" "1981-12-31" "960"
"2558" "1982-01-01" "955"
"2559" "1982-01-02" "950"
"2560" "1982-01-03" "945"
"2561" "1982-01-04" "939"
"2562" "1982-01-05" "934"
"2563" "1982-01-06" "985"
"2564" "1982-01-07" "1038"
"2565" "1982-01-08" "1048"
"2566" "1982-01-09" "1049"
"2567" "1982-01-10" "1049"
"2568" "1982-01-11" "1050"
"2569" "1982-01-12" "1066"
"2570" "1982-01-13" "1070"
"2571" "1982-01-14" "1090"
"2572" "1982-01-15" "1085"
"2573" "1982-01-16" "1020"
"2574" "1982-01-17" "1020"
"2575" "1982-01-18" "955"
"2576" "1982-01-19" "967"
"2577" "1982-01-20" "953"
"2578" "1982-01-21" "944"
"2579" "1982-01-22" "941"
"2580" "1982-01-23" "933"
"2581" "1982-01-24" "933"
"2582" "1982-01-25" "924"
"2583" "1982-01-26" "940"
"2584" "1982-01-27" "962"
"2585" "1982-01-28" "966"
"2586" "1982-01-29" "938"
"2587" "1982-01-30" "918"
"2588" "1982-01-31" "918"
"2589" "1982-02-01" "898"
"2590" "1982-02-02" "919"
"2591" "1982-02-03" "945"
"2592" "1982-02-04" "928"
"2593" "1982-02-05" "912"
"2594" "1982-02-06" "912"
"2595" "1982-02-07" "912"
"2596" "1982-02-08" "911"
"2597" "1982-02-09" "902"
"2598" "1982-02-10" "903"
"2599" "1982-02-11" "906"
"2600" "1982-02-12" "916"
"2601" "1982-02-13" "915"
"2602" "1982-02-14" "915"
"2603" "1982-02-15" "915"
"2604" "1982-02-16" "953"
"2605" "1982-02-17" "988"
"2606" "1982-02-18" "963"
"2607" "1982-02-19" "952"
"2608" "1982-02-20" "945"
"2609" "1982-02-21" "944"
"2610" "1982-02-22" "937"
"2611" "1982-02-23" "962"
"2612" "1982-02-24" "959"
"2613" "1982-02-25" "958"
"2614" "1982-02-26" "936"
"2615" "1982-02-27" "911"
"2616" "1982-02-28" "911"
"2617" "1982-03-01" "886"
"2618" "1982-03-02" "911"
"2619" "1982-03-03" "907"
"2620" "1982-03-04" "909"
"2621" "1982-03-05" "884"
"2622" "1982-03-06" "889"
"2623" "1982-03-07" "889"
"2624" "1982-03-08" "894"
"2625" "1982-03-09" "915"
"2626" "1982-03-10" "904"
"2627" "1982-03-11" "913"
"2628" "1982-03-12" "895"
"2629" "1982-03-13" "895"
"2630" "1982-03-14" "895"
"2631" "1982-03-15" "895"
"2632" "1982-03-16" "920"
"2633" "1982-03-17" "908"
"2634" "1982-03-18" "902"
"2635" "1982-03-19" "892"
"2636" "1982-03-20" "875"
"2637" "1982-03-21" "875"
"2638" "1982-03-22" "857"
"2639" "1982-03-23" "857"
"2640" "1982-03-24" "847"
"2641" "1982-03-25" "829"
"2642" "1982-03-26" "806"
"2643" "1982-03-27" "823"
"2644" "1982-03-28" "823"
"2645" "1982-03-29" "840"
"2646" "1982-03-30" "876"
"2647" "1982-03-31" "881"
"2648" "1982-04-01" "883"
"2649" "1982-04-02" "833"
"2650" "1982-04-03" "812"
"2651" "1982-04-04" "812"
"2652" "1982-04-05" "809"
"2653" "1982-04-06" "806"
"2654" "1982-04-07" "803"
"2655" "1982-04-08" "800"
"2656" "1982-04-09" "797"
"2657" "1982-04-10" "794"
"2658" "1982-04-11" "791"
"2659" "1982-04-12" "788"
"2660" "1982-04-13" "785"
"2661" "1982-04-14" "782"
"2662" "1982-04-15" "780"
"2663" "1982-04-16" "765"
"2664" "1982-04-17" "770"
"2665" "1982-04-18" "770"
"2666" "1982-04-19" "775"
"2667" "1982-04-20" "786"
"2668" "1982-04-21" "782"
"2669" "1982-04-22" "784"
"2670" "1982-04-23" "767"
"2671" "1982-04-24" "766"
"2672" "1982-04-25" "767"
"2673" "1982-04-26" "766"
"2674" "1982-04-27" "775"
"2675" "1982-04-28" "776"
"2676" "1982-04-29" "782"
"2677" "1982-04-30" "789"
"2678" "1982-05-01" "796"
"2679" "1982-05-02" "803"
"2680" "1982-05-03" "810"
"2681" "1982-05-04" "817"
"2682" "1982-05-05" "824"
"2683" "1982-05-06" "831"
"2684" "1982-05-07" "808"
"2685" "1982-05-08" "781"
"2686" "1982-05-09" "781"
"2687" "1982-05-10" "753"
"2688" "1982-05-11" "767"
"2689" "1982-05-12" "768"
"2690" "1982-05-13" "749"
"2691" "1982-05-14" "729"
"2692" "1982-05-15" "726"
"2693" "1982-05-16" "727"
"2694" "1982-05-17" "723"
"2695" "1982-05-18" "744"
"2696" "1982-05-19" "749"
"2697" "1982-05-20" "753"
"2698" "1982-05-21" "740"
"2699" "1982-05-22" "739"
"2700" "1982-05-23" "740"
"2701" "1982-05-24" "739"
"2702" "1982-05-25" "754"
"2703" "1982-05-26" "748"
"2704" "1982-05-27" "736"
"2705" "1982-05-28" "723"
"2706" "1982-05-29" "711"
"2707" "1982-05-30" "699"
"2708" "1982-05-31" "687"
"2709" "1982-06-01" "675"
"2710" "1982-06-02" "663"
"2711" "1982-06-03" "651"
"2712" "1982-06-04" "645"
"2713" "1982-06-05" "669"
"2714" "1982-06-06" "669"
"2715" "1982-06-07" "694"
"2716" "1982-06-08" "720"
"2717" "1982-06-09" "731"
"2718" "1982-06-10" "737"
"2719" "1982-06-11" "723"
"2720" "1982-06-12" "721"
"2721" "1982-06-13" "722"
"2722" "1982-06-14" "720"
"2723" "1982-06-15" "753"
"2724" "1982-06-16" "742"
"2725" "1982-06-17" "743"
"2726" "1982-06-18" "749"
"2727" "1982-06-19" "747"
"2728" "1982-06-20" "747"
"2729" "1982-06-21" "745"
"2730" "1982-06-22" "784"
"2731" "1982-06-23" "775"
"2732" "1982-06-24" "764"
"2733" "1982-06-25" "756"
"2734" "1982-06-26" "741"
"2735" "1982-06-27" "741"
"2736" "1982-06-28" "725"
"2737" "1982-06-29" "740"
"2738" "1982-06-30" "744"
"2739" "1982-07-01" "749"
"2740" "1982-07-02" "731"
"2741" "1982-07-03" "720"
"2742" "1982-07-04" "720"
"2743" "1982-07-05" "709"
"2744" "1982-07-06" "730"
"2745" "1982-07-07" "728"
"2746" "1982-07-08" "729"
"2747" "1982-07-09" "718"
"2748" "1982-07-10" "718"
"2749" "1982-07-11" "719"
"2750" "1982-07-12" "719"
"2751" "1982-07-13" "733"
"2752" "1982-07-14" "746"
"2753" "1982-07-15" "747"
"2754" "1982-07-16" "717"
"2755" "1982-07-17" "712"
"2756" "1982-07-18" "712"
"2757" "1982-07-19" "706"
"2758" "1982-07-20" "728"
"2759" "1982-07-21" "729"
"2760" "1982-07-22" "725"
"2761" "1982-07-23" "698"
"2762" "1982-07-24" "677"
"2763" "1982-07-25" "677"
"2764" "1982-07-26" "655"
"2765" "1982-07-27" "663"
"2766" "1982-07-28" "663"
"2767" "1982-07-29" "662"
"2768" "1982-07-30" "656"
"2769" "1982-07-31" "651"
"2770" "1982-08-01" "651"
"2771" "1982-08-02" "646"
"2772" "1982-08-03" "653"
"2773" "1982-08-04" "662"
"2774" "1982-08-05" "662"
"2775" "1982-08-06" "659"
"2776" "1982-08-07" "674"
"2777" "1982-08-08" "673"
"2778" "1982-08-09" "688"
"2779" "1982-08-10" "706"
"2780" "1982-08-11" "715"
"2781" "1982-08-12" "717"
"2782" "1982-08-13" "708"
"2783" "1982-08-14" "713"
"2784" "1982-08-15" "713"
"2785" "1982-08-16" "718"
"2786" "1982-08-17" "740"
"2787" "1982-08-18" "745"
"2788" "1982-08-19" "746"
"2789" "1982-08-20" "738"
"2790" "1982-08-21" "733"
"2791" "1982-08-22" "732"
"2792" "1982-08-23" "727"
"2793" "1982-08-24" "763"
"2794" "1982-08-25" "751"
"2795" "1982-08-26" "750"
"2796" "1982-08-27" "749"
"2797" "1982-08-28" "747"
"2798" "1982-08-29" "746"
"2799" "1982-08-30" "744"
"2800" "1982-08-31" "743"
"2801" "1982-09-01" "741"
"2802" "1982-09-02" "740"
"2803" "1982-09-03" "728"
"2804" "1982-09-04" "734"
"2805" "1982-09-05" "733"
"2806" "1982-09-06" "740"
"2807" "1982-09-07" "751"
"2808" "1982-09-08" "753"
"2809" "1982-09-09" "750"
"2810" "1982-09-10" "730"
"2811" "1982-09-11" "724"
"2812" "1982-09-12" "724"
"2813" "1982-09-13" "717"
"2814" "1982-09-14" "745"
"2815" "1982-09-15" "750"
"2816" "1982-09-16" "741"
"2817" "1982-09-17" "725"
"2818" "1982-09-18" "722"
"2819" "1982-09-19" "722"
"2820" "1982-09-20" "719"
"2821" "1982-09-21" "746"
"2822" "1982-09-22" "729"
"2823" "1982-09-23" "750"
"2824" "1982-09-24" "755"
"2825" "1982-09-25" "759"
"2826" "1982-09-26" "759"
"2827" "1982-09-27" "763"
"2828" "1982-09-28" "784"
"2829" "1982-09-29" "786"
"2830" "1982-09-30" "778"
"2831" "1982-10-01" "772"
"2832" "1982-10-02" "774"
"2833" "1982-10-03" "774"
"2834" "1982-10-04" "776"
"2835" "1982-10-05" "815"
"2836" "1982-10-06" "811"
"2837" "1982-10-07" "826"
"2838" "1982-10-08" "812"
"2839" "1982-10-09" "809"
"2840" "1982-10-10" "809"
"2841" "1982-10-11" "806"
"2842" "1982-10-12" "842"
"2843" "1982-10-13" "829"
"2844" "1982-10-14" "842"
"2845" "1982-10-15" "814"
"2846" "1982-10-16" "809"
"2847" "1982-10-17" "809"
"2848" "1982-10-18" "805"
"2849" "1982-10-19" "838"
"2850" "1982-10-20" "844"
"2851" "1982-10-21" "842"
"2852" "1982-10-22" "820"
"2853" "1982-10-23" "813"
"2854" "1982-10-24" "813"
"2855" "1982-10-25" "806"
"2856" "1982-10-26" "835"
"2857" "1982-10-27" "840"
"2858" "1982-10-28" "843"
"2859" "1982-10-29" "824"
"2860" "1982-10-30" "818"
"2861" "1982-10-31" "818"
"2862" "1982-11-01" "811"
"2863" "1982-11-02" "836"
"2864" "1982-11-03" "847"
"2865" "1982-11-04" "850"
"2866" "1982-11-05" "837"
"2867" "1982-11-06" "835"
"2868" "1982-11-07" "835"
"2869" "1982-11-08" "833"
"2870" "1982-11-09" "847"
"2871" "1982-11-10" "847"
"2872" "1982-11-11" "852"
"2873" "1982-11-12" "850"
"2874" "1982-11-13" "869"
"2875" "1982-11-14" "869"
"2876" "1982-11-15" "887"
"2877" "1982-11-16" "916"
"2878" "1982-11-17" "929"
"2879" "1982-11-18" "905"
"2880" "1982-11-19" "897"
"2881" "1982-11-20" "889"
"2882" "1982-11-21" "889"
"2883" "1982-11-22" "881"
"2884" "1982-11-23" "910"
"2885" "1982-11-24" "913"
"2886" "1982-11-25" "915"
"2887" "1982-11-26" "908"
"2888" "1982-11-27" "923"
"2889" "1982-11-28" "923"
"2890" "1982-11-29" "938"
"2891" "1982-11-30" "978"
"2892" "1982-12-01" "983"
"2893" "1982-12-02" "984"
"2894" "1982-12-03" "951"
"2895" "1982-12-04" "946"
"2896" "1982-12-05" "946"
"2897" "1982-12-06" "942"
"2898" "1982-12-07" "987"
"2899" "1982-12-08" "968"
"2900" "1982-12-09" "961"
"2901" "1982-12-10" "941"
"2902" "1982-12-11" "952"
"2903" "1982-12-12" "952"
"2904" "1982-12-13" "963"
"2905" "1982-12-14" "1002"
"2906" "1982-12-15" "960"
"2907" "1982-12-16" "969"
"2908" "1982-12-17" "963"
"2909" "1982-12-18" "960"
"2910" "1982-12-19" "960"
"2911" "1982-12-20" "957"
"2912" "1982-12-21" "959"
"2913" "1982-12-22" "960"
"2914" "1982-12-23" "943"
"2915" "1982-12-24" "942"
"2916" "1982-12-25" "941"
"2917" "1982-12-26" "940"
"2918" "1982-12-27" "938"
"2919" "1982-12-28" "937"
"2920" "1982-12-29" "936"
"2921" "1982-12-30" "935"
"2922" "1982-12-31" "933"
"2923" "1983-01-01" "932"
"2924" "1983-01-02" "931"
"2925" "1983-01-03" "929"
"2926" "1983-01-04" "928"
"2927" "1983-01-05" "927"
"2928" "1983-01-06" "926"
"2929" "1983-01-07" "924"
"2930" "1983-01-08" "921"
"2931" "1983-01-09" "921"
"2932" "1983-01-10" "917"
"2933" "1983-01-11" "935"
"2934" "1983-01-12" "937"
"2935" "1983-01-13" "950"
"2936" "1983-01-14" "947"
"2937" "1983-01-15" "929"
"2938" "1983-01-16" "929"
"2939" "1983-01-17" "911"
"2940" "1983-01-18" "954"
"2941" "1983-01-19" "974"
"2942" "1983-01-20" "984"
"2943" "1983-01-21" "952"
"2944" "1983-01-22" "944"
"2945" "1983-01-23" "944"
"2946" "1983-01-24" "936"
"2947" "1983-01-25" "921"
"2948" "1983-01-26" "926"
"2949" "1983-01-27" "903"
"2950" "1983-01-28" "895"
"2951" "1983-01-29" "925"
"2952" "1983-01-30" "925"
"2953" "1983-01-31" "955"
"2954" "1983-02-01" "953"
"2955" "1983-02-02" "951"
"2956" "1983-02-03" "952"
"2957" "1983-02-04" "962"
"2958" "1983-02-05" "965"
"2959" "1983-02-06" "964"
"2960" "1983-02-07" "967"
